year,season,fishery,area,catch
1963,2,1,1,744.586
1964,2,1,1,1576.8
1965,2,1,1,779.696
1966,2,1,1,1773.81
1967,2,1,1,1138.45
1968,2,1,1,1241.65
1969,2,1,1,1271.52
1970,2,1,1,2114.85
1971,2,1,1,1161.66
1972,2,1,1,1204.77
1973,2,1,1,1365.9
1974,2,1,1,1350.98
1975,2,1,1,1747.5
1976,2,1,1,2033.09
1977,2,1,1,4268.76
1978,2,1,1,5870.39
1979,2,1,1,4365.87
1980,2,1,1,3104.39
1981,2,1,1,2314.98
1982,2,1,1,1860.51
1983,2,1,1,2590.42
1984,2,1,1,2448.51
1985,2,1,1,2402.97
1986,2,1,1,2644.34
1987,2,1,1,2843.21
1988,2,1,1,3211.66
1989,2,1,1,2282.5
1990,2,1,1,2205.98
1991,2,1,1,3025.46
1992,2,1,1,2691.2
1993,2,1,1,2881.17
1994,2,1,1,1325.65
1995,2,1,1,2063.03
1996,2,1,1,1444.33
1997,2,1,1,1011.19
1998,2,1,1,1914.94
1999,2,1,1,989.799
2000,2,1,1,1281.78
2001,2,1,1,1369.17
2002,2,1,1,1173.06
2003,2,1,1,1867.86
2004,2,1,1,2026.28
2005,2,1,1,1836.5
2006,2,1,1,2219.03
2007,2,1,1,1652.87
2008,2,1,1,1590.53
2009,2,1,1,1930.29
2010,2,1,1,3713.26
2011,2,1,1,2281.08
2012,2,1,1,1522.57
2013,2,1,1,2240.33
2014,2,1,1,1537.14
2015,2,1,1,2761.17
2016,2,1,1,2515.56
2017,2,1,1,1902.39
2018,2,1,1,2430.17
2019,2,1,1,2984.44
2020,2,1,1,1997.87
2021,2,1,1,1663.02
1952,2,2,1,62.1871
1953,2,2,1,97.6356
1954,2,2,1,34.3468
1955,2,2,1,116.085
1956,2,2,1,13.5674
1957,2,2,1,68.1097
1958,2,2,1,137.823
1959,2,2,1,411.605
1960,2,2,1,644.826
1961,2,2,1,558.185
1962,2,2,1,451.235
1963,2,2,1,268.277
1964,2,2,1,462.016
1965,2,2,1,358.061
1966,2,2,1,338.125
1967,2,2,1,505.354
1968,2,2,1,480.601
1969,2,2,1,136.814
1970,2,2,1,1333.36
1971,2,2,1,203.656
1972,2,2,1,289.12
1973,2,2,1,231.415
1974,2,2,1,703.727
1975,2,2,1,214.859
1976,2,2,1,572.993
1977,2,2,1,317.893
1978,2,2,1,312.171
1979,2,2,1,855.268
1980,2,2,1,691.537
1981,2,2,1,948.256
1982,2,2,1,422.841
1983,2,2,1,367.288
1984,2,2,1,437.034
1985,2,2,1,409.827
1986,2,2,1,1633.18
1987,2,2,1,955.511
1988,2,2,1,853.269
1989,2,2,1,862.652
1990,2,2,1,414.469
1991,2,2,1,832.237
1992,2,2,1,189.769
1993,2,2,1,596.833
1994,2,2,1,160.094
1995,2,2,1,847.237
1996,2,2,1,333.292
1997,2,2,1,689.982
1998,2,2,1,1164.34
1999,2,2,1,307.954
2000,2,2,1,210.077
2001,2,2,1,220.507
2002,2,2,1,114.603
2003,2,2,1,294.065
2004,2,2,1,163.177
2005,2,2,1,161.505
2006,2,2,1,543.887
2007,2,2,1,158.388
2008,2,2,1,500.169
2009,2,2,1,134.117
2010,2,2,1,67.4401
2011,2,2,1,438.967
2012,2,2,1,282.355
2013,2,2,1,126.826
2014,2,2,1,163.144
2015,2,2,1,87.4933
2016,2,2,1,228.146
2017,2,2,1,760.312
2018,2,2,1,1211.28
2019,2,2,1,1322.96
2020,2,2,1,670.13
2021,2,2,1,1336.79
1952,2,3,1,0
1953,2,3,1,0
1954,2,3,1,0
1955,2,3,1,0
1956,2,3,1,0
1957,2,3,1,0
1958,2,3,1,0
1959,2,3,1,0
1960,2,3,1,0
1961,2,3,1,0
1962,2,3,1,0
1963,2,3,1,0
1964,2,3,1,0
1965,2,3,1,0
1966,2,3,1,0
1967,2,3,1,0
1968,2,3,1,0
1969,2,3,1,0
1970,2,3,1,0
1971,2,3,1,0
1972,2,3,1,0
1973,2,3,1,0
1974,2,3,1,0
1975,2,3,1,0
1976,2,3,1,0
1977,2,3,1,0
1978,2,3,1,0
1979,2,3,1,0
1980,2,3,1,0
1981,2,3,1,0
1982,2,3,1,0
1983,2,3,1,0
1984,2,3,1,0
1985,2,3,1,0
1986,2,3,1,0
1987,2,3,1,0
1988,2,3,1,0
1989,2,3,1,0
1990,2,3,1,0
1991,2,3,1,208.901
1992,2,3,1,70.5484
1993,2,3,1,121.963
1994,2,3,1,59.6038
1995,2,3,1,255.344
1996,2,3,1,89.7311
1997,2,3,1,421.68
1998,2,3,1,151.316
1999,2,3,1,57.7399
2000,2,3,1,133.412
2001,2,3,1,102.877
2002,2,3,1,80.3777
2003,2,3,1,196.907
2004,2,3,1,101.183
2005,2,3,1,85.5079
2006,2,3,1,189.029
2007,2,3,1,75.1311
2008,2,3,1,200.197
2009,2,3,1,61.1031
2010,2,3,1,73.7195
2011,2,3,1,251.138
2012,2,3,1,141.309
2013,2,3,1,88.3866
2014,2,3,1,79.2295
2015,2,3,1,140.189
2016,2,3,1,149.547
2017,2,3,1,226.123
2018,2,3,1,486.141
2019,2,3,1,349.99
2020,2,3,1,146.929
2021,2,3,1,435.845
1952,2,4,4,2196.14
1953,2,4,4,2284.38
1954,2,4,4,1068.37
1955,2,4,4,2355.39
1956,2,4,4,2658.49
1957,2,4,4,4013.95
1958,2,4,4,5513.29
1959,2,4,4,1655.06
1960,2,4,4,4760.15
1961,2,4,4,6054.98
1962,2,4,4,4726.39
1963,2,4,4,2128.94
1964,2,4,4,3133.17
1965,2,4,4,2703.67
1966,2,4,4,11050
1967,2,4,4,3201.61
1968,2,4,4,4279.38
1969,2,4,4,7929.29
1970,2,4,4,1102.4
1971,2,4,4,3899.8
1972,2,4,4,3204.26
1973,2,4,4,5476.28
1974,2,4,4,2303.37
1975,2,4,4,1819.87
1976,2,4,4,4782.61
1977,2,4,4,6073.91
1978,2,4,4,10715.2
1979,2,4,4,8073.55
1980,2,4,4,10709.3
1981,2,4,4,7925.42
1982,2,4,4,8952.9
1983,2,4,4,5839.03
1984,2,4,4,4099.36
1985,2,4,4,3632.74
1986,2,4,4,2174.86
1987,2,4,4,2939.77
1988,2,4,4,3086.61
1989,2,4,4,4182.31
1990,2,4,4,3110.9
1991,2,4,4,1607.19
1992,2,4,4,4142.82
1993,2,4,4,2470.26
1994,2,4,4,2115.71
1995,2,4,4,3417.1
1996,2,4,4,2712.5
1997,2,4,4,1721.02
1998,2,4,4,1407.72
1999,2,4,4,1110.94
2000,2,4,4,997.052
2001,2,4,4,1969.46
2002,2,4,4,2295.92
2003,2,4,4,2436.89
2004,2,4,4,1393.81
2005,2,4,4,3040.36
2006,2,4,4,2178.94
2007,2,4,4,2117.12
2008,2,4,4,2207.24
2009,2,4,4,1614.9
2010,2,4,4,1489.81
2011,2,4,4,1341.84
2012,2,4,4,1088.52
2013,2,4,4,2462.07
2014,2,4,4,5713.85
2015,2,4,4,7036.52
2016,2,4,4,261.775
2017,2,4,4,560.034
2018,2,4,4,1205.98
2019,2,4,4,4451.11
2020,2,4,4,1032.48
2021,2,4,4,1768.51
1952,2,5,4,0
1953,2,5,4,0
1954,2,5,4,0
1955,2,5,4,0
1956,2,5,4,0
1957,2,5,4,0
1958,2,5,4,0
1959,2,5,4,0
1960,2,5,4,0
1961,2,5,4,0
1962,2,5,4,0
1963,2,5,4,0
1964,2,5,4,0
1965,2,5,4,0
1966,2,5,4,0
1967,2,5,4,0
1968,2,5,4,0
1969,2,5,4,0
1970,2,5,4,0
1971,2,5,4,0
1972,2,5,4,0
1973,2,5,4,0
1974,2,5,4,0
1975,2,5,4,0
1976,2,5,4,0
1977,2,5,4,0
1978,2,5,4,0
1979,2,5,4,0
1980,2,5,4,0
1981,2,5,4,0
1982,2,5,4,0
1983,2,5,4,0
1984,2,5,4,0
1985,2,5,4,0
1986,2,5,4,0
1987,2,5,4,0
1988,2,5,4,12.4499
1989,2,5,4,26.0002
1990,2,5,4,363.497
1991,2,5,4,111.737
1992,2,5,4,349.104
1993,2,5,4,818.189
1994,2,5,4,1690.22
1995,2,5,4,2496.91
1996,2,5,4,1350.87
1997,2,5,4,1007.02
1998,2,5,4,1565.46
1999,2,5,4,1080.71
2000,2,5,4,1090.22
2001,2,5,4,1551.6
2002,2,5,4,174.661
2003,2,5,4,1042.76
2004,2,5,4,306.525
2005,2,5,4,163.227
2006,2,5,4,513.891
2007,2,5,4,815.545
2008,2,5,4,662.385
2009,2,5,4,1672.67
2010,2,5,4,553.818
2011,2,5,4,1574.29
2012,2,5,4,1015.49
2013,2,5,4,1627.4
2014,2,5,4,3950.72
2015,2,5,4,2764.9
2016,2,5,4,1351.82
2017,2,5,4,1626.93
2018,2,5,4,3804.96
2019,2,5,4,5942.94
2020,2,5,4,1483.48
2021,2,5,4,2129.92
1952,2,6,2,0
1953,2,6,2,0
1954,2,6,2,0
1955,2,6,2,0
1956,2,6,2,0
1957,2,6,2,0
1958,2,6,2,1287.07
1959,2,6,2,915.599
1960,2,6,2,942.817
1961,2,6,2,1115.87
1962,2,6,2,1246.13
1963,2,6,2,853.371
1964,2,6,2,1212.22
1965,2,6,2,1314.66
1966,2,6,2,1620.87
1967,2,6,2,1538.81
1968,2,6,2,2385.44
1969,2,6,2,1936.75
1970,2,6,2,3026.14
1971,2,6,2,2029.4
1972,2,6,2,1399.33
1973,2,6,2,2916.61
1974,2,6,2,3238.08
1975,2,6,2,4670.43
1976,2,6,2,5227.85
1977,2,6,2,7206.27
1978,2,6,2,9911.78
1979,2,6,2,13115.2
1980,2,6,2,8785.02
1981,2,6,2,11662.7
1982,2,6,2,8866.82
1983,2,6,2,9489.56
1984,2,6,2,9023.68
1985,2,6,2,7896.83
1986,2,6,2,7852.34
1987,2,6,2,9127.26
1988,2,6,2,10011.2
1989,2,6,2,8935.03
1990,2,6,2,9031.1
1991,2,6,2,8048.42
1992,2,6,2,8534.69
1993,2,6,2,7549.17
1994,2,6,2,8079.41
1995,2,6,2,9551.28
1996,2,6,2,11785.7
1997,2,6,2,8645.43
1998,2,6,2,10437.9
1999,2,6,2,10228.9
2000,2,6,2,12336.5
2001,2,6,2,15292.7
2002,2,6,2,14527.1
2003,2,6,2,15675.6
2004,2,6,2,13832.2
2005,2,6,2,10547.8
2006,2,6,2,10813.6
2007,2,6,2,12237.7
2008,2,6,2,12312.8
2009,2,6,2,13378.6
2010,2,6,2,13241.8
2011,2,6,2,14179.9
2012,2,6,2,13535.3
2013,2,6,2,16646
2014,2,6,2,17804.9
2015,2,6,2,16613.2
2016,2,6,2,14115.6
2017,2,6,2,8172.17
2018,2,6,2,13400.5
2019,2,6,2,11403.1
2020,2,6,2,8216.11
2021,2,6,2,9266.39
1952,2,7,2,695.777
1953,2,7,2,511.242
1954,2,7,2,1227.99
1955,2,7,2,492.902
1956,2,7,2,923.709
1957,2,7,2,727.733
1958,2,7,2,1261.94
1959,2,7,2,1248.68
1960,2,7,2,1941.55
1961,2,7,2,489.943
1962,2,7,2,1079.34
1963,2,7,2,282.31
1964,2,7,2,474.27
1965,2,7,2,1189.35
1966,2,7,2,1115.95
1967,2,7,2,1773.29
1968,2,7,2,2715.52
1969,2,7,2,1750.34
1970,2,7,2,2288.44
1971,2,7,2,980.752
1972,2,7,2,1082.24
1973,2,7,2,1937.07
1974,2,7,2,3048.16
1975,2,7,2,6900.79
1976,2,7,2,4029.55
1977,2,7,2,4096.71
1978,2,7,2,5570.87
1979,2,7,2,4663.78
1980,2,7,2,4362.91
1981,2,7,2,3112.11
1982,2,7,2,663.325
1983,2,7,2,786.331
1984,2,7,2,763.204
1985,2,7,2,1101.46
1986,2,7,2,658.296
1987,2,7,2,706.027
1988,2,7,2,725.001
1989,2,7,2,1035.53
1990,2,7,2,1467.18
1991,2,7,2,851.086
1992,2,7,2,1047.09
1993,2,7,2,970.2
1994,2,7,2,991.305
1995,2,7,2,1250.89
1996,2,7,2,1040.7
1997,2,7,2,463.341
1998,2,7,2,430.476
1999,2,7,2,212.026
2000,2,7,2,265.194
2001,2,7,2,1019.38
2002,2,7,2,398.935
2003,2,7,2,760.056
2004,2,7,2,556.95
2005,2,7,2,487.66
2006,2,7,2,496.242
2007,2,7,2,217.4
2008,2,7,2,320.676
2009,2,7,2,153.91
2010,2,7,2,363.689
2011,2,7,2,302.213
2012,2,7,2,87.6416
2013,2,7,2,213.38
2014,2,7,2,239.335
2015,2,7,2,234.437
2016,2,7,2,501.981
2017,2,7,2,289.623
2018,2,7,2,391.402
2019,2,7,2,809.771
2020,2,7,2,71.4161
2021,2,7,2,307.898
1952,2,8,3,296.402
1953,2,8,3,473.506
1954,2,8,3,738.359
1955,2,8,3,191.846
1956,2,8,3,110.116
1957,2,8,3,105.834
1958,2,8,3,678.427
1959,2,8,3,404.017
1960,2,8,3,230.502
1961,2,8,3,161.282
1962,2,8,3,824.254
1963,2,8,3,752.095
1964,2,8,3,40.5473
1965,2,8,3,834.493
1966,2,8,3,1892.95
1967,2,8,3,649.443
1968,2,8,3,288.26
1969,2,8,3,169.275
1970,2,8,3,253.275
1971,2,8,3,627.04
1972,2,8,3,1169.28
1973,2,8,3,2227.14
1974,2,8,3,627.065
1975,2,8,3,94.2468
1976,2,8,3,196.894
1977,2,8,3,775.943
1978,2,8,3,1721.7
1979,2,8,3,734.816
1980,2,8,3,3797.69
1981,2,8,3,4097.24
1982,2,8,3,1864.8
1983,2,8,3,1787.48
1984,2,8,3,1557.71
1985,2,8,3,1889.35
1986,2,8,3,1123.37
1987,2,8,3,0.641113
1988,2,8,3,146.28
1989,2,8,3,218.911
1990,2,8,3,161.264
1991,2,8,3,608.488
1992,2,8,3,0.843727
1993,2,8,3,86.1399
1994,2,8,3,132.405
1995,2,8,3,719.189
1996,2,8,3,63.4417
1997,2,8,3,154.144
1998,2,8,3,159.535
1999,2,8,3,101.229
2000,2,8,3,157.074
2001,2,8,3,425.523
2002,2,8,3,425.634
2003,2,8,3,618.177
2004,2,8,3,382.764
2005,2,8,3,187.953
2006,2,8,3,434.552
2007,2,8,3,1112.49
2008,2,8,3,1443.19
2009,2,8,3,2067.43
2010,2,8,3,716.247
2011,2,8,3,1847.9
2012,2,8,3,3261.35
2013,2,8,3,936.053
2014,2,8,3,1395.16
2015,2,8,3,1728.43
2016,2,8,3,323.873
2017,2,8,3,425.78
2018,2,8,3,2334.96
2019,2,8,3,1656.84
2020,2,8,3,447.511
2021,2,8,3,1064.25
1952,2,9,4,1361.36
1953,2,9,4,1281.36
1954,2,9,4,1461.43
1955,2,9,4,4563.71
1956,2,9,4,2196.16
1957,2,9,4,3036.45
1958,2,9,4,6623.46
1959,2,9,4,9126.37
1960,2,9,4,13468.4
1961,2,9,4,8852.75
1962,2,9,4,2911.03
1963,2,9,4,7413.28
1964,2,9,4,4279.28
1965,2,9,4,6357.16
1966,2,9,4,5240.93
1967,2,9,4,3654.13
1968,2,9,4,5533.22
1969,2,9,4,4321.47
1970,2,9,4,5515.82
1971,2,9,4,3832.23
1972,2,9,4,6776.88
1973,2,9,4,938.924
1974,2,9,4,1701.65
1975,2,9,4,1527.04
1976,2,9,4,4726.28
1977,2,9,4,3680.49
1978,2,9,4,2373.03
1979,2,9,4,4902.81
1980,2,9,4,5613.2
1981,2,9,4,3481.33
1982,2,9,4,4396.02
1983,2,9,4,2982.68
1984,2,9,4,2893.65
1985,2,9,4,5491.69
1986,2,9,4,3614.89
1987,2,9,4,4853.02
1988,2,9,4,4637.38
1989,2,9,4,3749.97
1990,2,9,4,5703.12
1991,2,9,4,2675.58
1992,2,9,4,7579.27
1993,2,9,4,2499.1
1994,2,9,4,2187.31
1995,2,9,4,5650.54
1996,2,9,4,2603.23
1997,2,9,4,7931.49
1998,2,9,4,5777.2
1999,2,9,4,2548.82
2000,2,9,4,7542.81
2001,2,9,4,6179.95
2002,2,9,4,4718.93
2003,2,9,4,2120.41
2004,2,9,4,4890.9
2005,2,9,4,4104.88
2006,2,9,4,3981.7
2007,2,9,4,3465.43
2008,2,9,4,1970.18
2009,2,9,4,3211.11
2010,2,9,4,3705.56
2011,2,9,4,5330.29
2012,2,9,4,4656.81
2013,2,9,4,2368.63
2014,2,9,4,5464.19
2015,2,9,4,5157.74
2016,2,9,4,5883.59
2017,2,9,4,4637.15
2018,2,9,4,4017.3
2019,2,9,4,4816.19
2020,2,9,4,9220.03
2021,2,9,4,5781.34
1952,2,10,5,0
1953,2,10,5,0
1954,2,10,5,0
1955,2,10,5,0
1956,2,10,5,0
1957,2,10,5,0
1958,2,10,5,0
1959,2,10,5,0
1960,2,10,5,0
1961,2,10,5,0
1962,2,10,5,0
1963,2,10,5,0
1964,2,10,5,0
1965,2,10,5,0
1966,2,10,5,0
1967,2,10,5,0
1968,2,10,5,0
1969,2,10,5,0
1970,2,10,5,0
1971,2,10,5,0
1972,2,10,5,0
1973,2,10,5,0
1974,2,10,5,0
1975,2,10,5,0
1976,2,10,5,0
1977,2,10,5,0
1978,2,10,5,0
1979,2,10,5,0
1980,2,10,5,0
1981,2,10,5,0
1982,2,10,5,0
1983,2,10,5,0
1984,2,10,5,0
1985,2,10,5,0
1986,2,10,5,0
1987,2,10,5,292.659
1988,2,10,5,202.06
1989,2,10,5,249.181
1990,2,10,5,364.801
1991,2,10,5,385.069
1992,2,10,5,245.281
1993,2,10,5,327.401
1994,2,10,5,129.996
1995,2,10,5,284.879
1996,2,10,5,566.443
1997,2,10,5,552.682
1998,2,10,5,253.468
1999,2,10,5,336.36
2000,2,10,5,433.109
2001,2,10,5,488.518
2002,2,10,5,822.79
2003,2,10,5,910.576
2004,2,10,5,476.839
2005,2,10,5,357.609
2006,2,10,5,622.156
2007,2,10,5,333.468
2008,2,10,5,418.321
2009,2,10,5,309.074
2010,2,10,5,389.204
2011,2,10,5,506.655
2012,2,10,5,243.636
2013,2,10,5,195.064
2014,2,10,5,353.729
2015,2,10,5,379.259
2016,2,10,5,362.109
2017,2,10,5,282.622
2018,2,10,5,215.224
2019,2,10,5,348.914
2020,2,10,5,397.128
2021,2,10,5,307.309
1952,2,11,5,0
1953,2,11,5,277.69
1954,2,11,5,1436.34
1955,2,11,5,20.2537
1956,2,11,5,211.122
1957,2,11,5,78.9266
1958,2,11,5,10.6189
1959,2,11,5,313.982
1960,2,11,5,104.149
1961,2,11,5,230.275
1962,2,11,5,2676.49
1963,2,11,5,1341.4
1964,2,11,5,1105.15
1965,2,11,5,2386.22
1966,2,11,5,2822.04
1967,2,11,5,385.751
1968,2,11,5,787.506
1969,2,11,5,914.304
1970,2,11,5,831.947
1971,2,11,5,2089.75
1972,2,11,5,725.274
1973,2,11,5,1580.01
1974,2,11,5,989.363
1975,2,11,5,225.434
1976,2,11,5,316.582
1977,2,11,5,260.208
1978,2,11,5,194.334
1979,2,11,5,964.128
1980,2,11,5,1014.66
1981,2,11,5,1493.38
1982,2,11,5,1578.69
1983,2,11,5,1672.07
1984,2,11,5,897.61
1985,2,11,5,2825.13
1986,2,11,5,1125.72
1987,2,11,5,409.005
1988,2,11,5,2593.93
1989,2,11,5,1757.42
1990,2,11,5,2985.33
1991,2,11,5,1748.4
1992,2,11,5,346.272
1993,2,11,5,2618.39
1994,2,11,5,3025.92
1995,2,11,5,3447.72
1996,2,11,5,2233.82
1997,2,11,5,1542.02
1998,2,11,5,835.94
1999,2,11,5,869.26
2000,2,11,5,688.069
2001,2,11,5,622.594
2002,2,11,5,1492.02
2003,2,11,5,6445.75
2004,2,11,5,1502.41
2005,2,11,5,2714.59
2006,2,11,5,3249.77
2007,2,11,5,3774.4
2008,2,11,5,5542.96
2009,2,11,5,4783.22
2010,2,11,5,7686.24
2011,2,11,5,5084.55
2012,2,11,5,4329.42
2013,2,11,5,1952.43
2014,2,11,5,3275.01
2015,2,11,5,3530.54
2016,2,11,5,2042.73
2017,2,11,5,2804.95
2018,2,11,5,2828.88
2019,2,11,5,4192.84
2020,2,11,5,2508.08
2021,2,11,5,2311.17
1952,2,12,5,0
1953,2,12,5,0
1954,2,12,5,13.6735
1955,2,12,5,335.501
1956,2,12,5,308.495
1957,2,12,5,175.996
1958,2,12,5,48.4137
1959,2,12,5,194.016
1960,2,12,5,674.907
1961,2,12,5,1327.47
1962,2,12,5,146.486
1963,2,12,5,399.231
1964,2,12,5,514.448
1965,2,12,5,125.211
1966,2,12,5,1290.81
1967,2,12,5,506.073
1968,2,12,5,740.271
1969,2,12,5,454.939
1970,2,12,5,533.465
1971,2,12,5,424.447
1972,2,12,5,894.493
1973,2,12,5,1590.07
1974,2,12,5,1312.27
1975,2,12,5,137.204
1976,2,12,5,263.381
1977,2,12,5,435.077
1978,2,12,5,382.564
1979,2,12,5,369.036
1980,2,12,5,484.902
1981,2,12,5,422.256
1982,2,12,5,305.236
1983,2,12,5,139.905
1984,2,12,5,254.896
1985,2,12,5,191.724
1986,2,12,5,309.264
1987,2,12,5,101.218
1988,2,12,5,225.091
1989,2,12,5,221.997
1990,2,12,5,258.609
1991,2,12,5,243.799
1992,2,12,5,82.1705
1993,2,12,5,226.098
1994,2,12,5,670.337
1995,2,12,5,581.834
1996,2,12,5,652.716
1997,2,12,5,1132.47
1998,2,12,5,1164.98
1999,2,12,5,1454.09
2000,2,12,5,2417.31
2001,2,12,5,2002.7
2002,2,12,5,2040.16
2003,2,12,5,3158.92
2004,2,12,5,3833.07
2005,2,12,5,3104.78
2006,2,12,5,1898.26
2007,2,12,5,3244.46
2008,2,12,5,3974.61
2009,2,12,5,4360.52
2010,2,12,5,3222.05
2011,2,12,5,3864.09
2012,2,12,5,2615.77
2013,2,12,5,2797.49
2014,2,12,5,5704.33
2015,2,12,5,3574.89
2016,2,12,5,3152.53
2017,2,12,5,7085.86
2018,2,12,5,2498.53
2019,2,12,5,4177.33
2020,2,12,5,7448.53
2021,2,12,5,5000.12
1952,2,13,4,0
1953,2,13,4,0
1954,2,13,4,0
1955,2,13,4,0
1956,2,13,4,0
1957,2,13,4,0
1958,2,13,4,0
1959,2,13,4,0
1960,2,13,4,0
1961,2,13,4,0
1962,2,13,4,0
1963,2,13,4,0
1964,2,13,4,0
1965,2,13,4,0
1966,2,13,4,0
1967,2,13,4,0
1968,2,13,4,0
1969,2,13,4,0
1970,2,13,4,0
1971,2,13,4,0
1972,2,13,4,0
1973,2,13,4,1.7
1974,2,13,4,0
1975,2,13,4,48.1
1976,2,13,4,267.6
1977,2,13,4,714.3
1978,2,13,4,78.7
1979,2,13,4,201.5
1980,2,13,4,1534
1981,2,13,4,7868.8
1982,2,13,4,12363.9
1983,2,13,4,4998.7
1984,2,13,4,11226.3
1985,2,13,4,8892.6
1986,2,13,4,14352.4
1987,2,13,4,18899.9
1988,2,13,4,18325
1989,2,13,4,11862.9
1990,2,13,4,23287.4
1991,2,13,4,13011.1
1992,2,13,4,32459.4
1993,2,13,4,17342
1994,2,13,4,23392.2
1995,2,13,4,15367.6
1996,2,13,4,11986.5
1997,2,13,4,24735.4
1998,2,13,4,15736.4
1999,2,13,4,27792
2000,2,13,4,17988.3
2001,2,13,4,9705.6
2002,2,13,4,18719.9
2003,2,13,4,9999.2
2004,2,13,4,21808.1
2005,2,13,4,20329.8
2006,2,13,4,23333
2007,2,13,4,17333
2008,2,13,4,17697
2009,2,13,4,26893.4
2010,2,13,4,12686.8
2011,2,13,4,24862.3
2012,2,13,4,14385.6
2013,2,13,4,23109.8
2014,2,13,4,14843.6
2015,2,13,4,8118.2
2016,2,13,4,18831.2
2017,2,13,4,15176.4
2018,2,13,4,15083.3
2019,2,13,4,4935.3
2020,2,13,4,22397.5
2021,2,13,4,25488.5
1952,2,14,4,0
1953,2,14,4,0
1954,2,14,4,0
1955,2,14,4,0
1956,2,14,4,0
1957,2,14,4,0
1958,2,14,4,0
1959,2,14,4,0
1960,2,14,4,0
1961,2,14,4,0
1962,2,14,4,0
1963,2,14,4,0
1964,2,14,4,0
1965,2,14,4,0
1966,2,14,4,0
1967,2,14,4,0
1968,2,14,4,0
1969,2,14,4,0
1970,2,14,4,0
1971,2,14,4,0
1972,2,14,4,0
1973,2,14,4,0
1974,2,14,4,0
1975,2,14,4,1.1
1976,2,14,4,0
1977,2,14,4,137.5
1978,2,14,4,50.1
1979,2,14,4,33.2
1980,2,14,4,286.4
1981,2,14,4,1097.9
1982,2,14,4,1413.5
1983,2,14,4,1645.6
1984,2,14,4,1253.1
1985,2,14,4,1950.8
1986,2,14,4,3517
1987,2,14,4,9864.6
1988,2,14,4,2261.1
1989,2,14,4,4692.3
1990,2,14,4,7858.7
1991,2,14,4,14768.4
1992,2,14,4,19446.1
1993,2,14,4,32795.7
1994,2,14,4,23675.9
1995,2,14,4,4911.5
1996,2,14,4,6877.9
1997,2,14,4,4273.8
1998,2,14,4,15404.9
1999,2,14,4,10237.2
2000,2,14,4,7779.6
2001,2,14,4,12932.1
2002,2,14,4,12227.2
2003,2,14,4,14555.7
2004,2,14,4,4220.5
2005,2,14,4,9299.8
2006,2,14,4,8328.5
2007,2,14,4,16237.5
2008,2,14,4,4632.2
2009,2,14,4,10759.1
2010,2,14,4,19889.3
2011,2,14,4,3408.1
2012,2,14,4,4698.1
2013,2,14,4,8960
2014,2,14,4,11634.3
2015,2,14,4,17558
2016,2,14,4,25685.5
2017,2,14,4,20625.4
2018,2,14,4,25485.4
2019,2,14,4,11799.1
2020,2,14,4,24991.6
2021,2,14,4,1860.6
1952,2,15,4,0
1953,2,15,4,0
1954,2,15,4,0
1955,2,15,4,0
1956,2,15,4,0
1957,2,15,4,0
1958,2,15,4,0
1959,2,15,4,0
1960,2,15,4,0
1961,2,15,4,0
1962,2,15,4,0
1963,2,15,4,0
1964,2,15,4,0
1965,2,15,4,0
1966,2,15,4,0
1967,2,15,4,0
1968,2,15,4,0
1969,2,15,4,0
1970,2,15,4,0
1971,2,15,4,0
1972,2,15,4,0
1973,2,15,4,0
1974,2,15,4,0
1975,2,15,4,0
1976,2,15,4,0
1977,2,15,4,0
1978,2,15,4,0
1979,2,15,4,0
1980,2,15,4,0
1981,2,15,4,0
1982,2,15,4,122.9
1983,2,15,4,9774.3
1984,2,15,4,258.4
1985,2,15,4,69
1986,2,15,4,83.6
1987,2,15,4,2543.4
1988,2,15,4,192.8
1989,2,15,4,0
1990,2,15,4,301.1
1991,2,15,4,85.2
1992,2,15,4,6055
1993,2,15,4,3650.1
1994,2,15,4,313.5
1995,2,15,4,3.9
1996,2,15,4,2582.3
1997,2,15,4,15799.7
1998,2,15,4,9132
1999,2,15,4,13498.7
2000,2,15,4,9362.2
2001,2,15,4,11337.4
2002,2,15,4,10573.1
2003,2,15,4,1306.2
2004,2,15,4,9716
2005,2,15,4,4442.9
2006,2,15,4,2455.3
2007,2,15,4,4859.3
2008,2,15,4,5228.3
2009,2,15,4,9581.5
2010,2,15,4,3443.9
2011,2,15,4,15435.4
2012,2,15,4,15190.6
2013,2,15,4,10419.2
2014,2,15,4,12778.6
2015,2,15,4,20623.2
2016,2,15,4,8824.1
2017,2,15,4,13538.2
2018,2,15,4,8287.9
2019,2,15,4,19849.3
2020,2,15,4,14507.6
2021,2,15,4,17333.8
1952,2,16,4,0
1953,2,16,4,0
1954,2,16,4,0
1955,2,16,4,0
1956,2,16,4,0
1957,2,16,4,0
1958,2,16,4,0
1959,2,16,4,0
1960,2,16,4,0
1961,2,16,4,0
1962,2,16,4,0
1963,2,16,4,0
1964,2,16,4,0
1965,2,16,4,0
1966,2,16,4,0
1967,2,16,4,0
1968,2,16,4,0
1969,2,16,4,0
1970,2,16,4,0
1971,2,16,4,0
1972,2,16,4,0
1973,2,16,4,0
1974,2,16,4,0
1975,2,16,4,0
1976,2,16,4,0
1977,2,16,4,0
1978,2,16,4,0
1979,2,16,4,0
1980,2,16,4,0
1981,2,16,4,0
1982,2,16,4,25.2
1983,2,16,4,1509
